【7BV11】特別支援学校高等部学習指導要領（平成21年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
理療,691,ア  消毒法の一般        ,7Df3503710000000
理療,692,イ   消毒の種類と方法         ,7Df3503720000000
理療,693,ウ  消毒法の応用,7Df3503730000000
理療,694,(8)疫学,7Df3503800000000
理療,695,ア  疫学の意義        ,7Df3503810000000
理療,696,イ   疫学の現状,7Df3503820000000
理療,697,(9)衛生統計,7Df3503900000000
理療,698,ア  衛生統計の一般        ,7Df3503910000000
理療,699,イ   主な衛生統計,7Df3503920000000
理療,700,(10)   疾病の一般,7Df3503A00000000
理療,701,ア  疾病の概念        ,7Df3503A10000000
理療,702,イ   疾病の分類         ,7Df3503A20000000
理療,703,ウ  疾病と症状,7Df3503A30000000
理療,704,エ  疾病の経過，予後及び転帰,7Df3503A40000000
理療,705,(11)   疾病の原因,7Df3503B00000000
理療,706,ア  病因の意義        ,7Df3503B10000000
理療,707,イ   病因の分類         ,7Df3503B20000000
理療,708,ウ  加齢と老化,7Df3503B30000000
理療,709,(12)   各病変の大要,7Df3503C00000000
理療,710,ア  循環障害        ,7Df3503C10000000
理療,711,イ   退行性病変         ,7Df3503C20000000
理療,712,ウ  進行性病変        ,7Df3503C30000000
理療,713,エ  炎症,7Df3503C40000000
理療,714,オ  腫瘍        ,7Df3503C50000000
理療,715,カ  免疫の異常とアレルギー,7Df3503C60000000
理療,716,３　内容の取扱い,7Df3505000000000
理療,717,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Df3505100000000
理療,718,ア  内容の(7)については，  「理療基礎実習」及び「理療臨床実習」 との関連を図りながら，実践的に扱うこと。,7Df3505110000000
理療,719,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Df3505200000000
理療,720,ア  内容の(2)については， 特に， 生活習慣病と関連付けて扱うこと。,7Df3505210000000
理療,721,イ   内容の(5)及び(6)については， 代表的な疾患を取り上げ， その発生に関する危険因子からの回避に重点を置いて扱うこと。 また， 生活習慣病や感染症に関する最新の情報も扱うこと。,7Df3505220000000
理療,722,ウ   内容の(6)のウについては， 免疫学についても扱うこと。,7Df3505230000000
理療,723,エ  内容の(10)については， 半健康状態及び東洋医学の未病の概念を取り入れながら指導すること。,7Df3505240000000
理療,724,［生活と疾病］,7Df4500000000000
理療,725,"１　目標
臨床医学やリハビリテーションに関する基礎的な知識を習得させるとともに， 疾病と日常生活とのかかわりを理解させ， 施術を適切に行う能力と態度を育てる。",7Df4502000000000
理療,726,２　内容,7Df4503000000000
理療,727,(1)診察法,7Df4503100000000
理療,728,ア  診断の意義        ,7Df4503110000000
理療,729,イ   診察法の基礎         ,7Df4503120000000
理療,730,ウ  検査法,7Df4503130000000
理療,731,(2)主な症状の診察法,7Df4503200000000
理療,732,ア  頭痛        ,7Df4503210000000
理療,733,イ   肩こり          ,7Df4503220000000
理療,734,ウ  肩関節痛,7Df4503230000000
理療,735,エ  頸肩腕痛,7Df4503240000000
理療,736,オ  腰痛        ,7Df4503250000000
理療,737,カ  腰下肢痛         ,7Df4503260000000
理療,738,キ  膝痛,7Df4503270000000
理療,739,ク   高血圧と低血圧,7Df4503280000000
理療,740,ケ  筋疲労         ,7Df4503290000000
理療,741,コ  その他の症状,7Df45032A0000000
理療,742,(3)治療法,7Df4503300000000
理療,743,ア  治療法の基礎        ,7Df4503310000000
理療,744,イ   治療法の実際,7Df4503320000000
理療,745,(4)臨床心理,7Df4503400000000
理療,746,ア  臨床心理の一般        ,7Df4503410000000
理療,747,イ   心理療法の概要,7Df4503420000000
理療,748,(5)系統別疾患,7Df4503500000000
理療,749,ア  運動器疾患        ,7Df4503510000000
理療,750,イ  神経系疾患         ,7Df4503520000000
理療,751,ウ  呼吸器疾患,7Df4503530000000
理療,752,エ  血液・循環器疾患        ,7Df4503540000000
理療,753,オ  消化器疾患,7Df4503550000000
理療,754,カ   内分泌・代謝疾患及びビタミン欠乏症         ,7Df4503560000000
理療,755,キ  泌尿・生殖器疾患,7Df4503570000000
理療,756,ク  感染症        ,7Df4503580000000
理療,757,ケ  その他の疾患,7Df4503590000000
理療,758,(6)  リハビリテーションの一般,7Df4503600000000
理療,759,ア   リハビリテーションの概念と歴史,7Df4503610000000
理療,760,イ   医学的リハビリテーションとリハビリテーション医学,7Df4503620000000
理療,761,ウ  診察，評価，治療計画と記録        ,7Df4503630000000
理療,762,エ  運動学の基礎,7Df4503640000000
理療,763,(7) 主な疾患のリハビリテーション,7Df4503700000000
理療,764,ア  整形外科疾患        ,7Df4503710000000
理療,765,イ   関節リウマチ         ,7Df4503720000000
理療,766,ウ  片麻痺,7Df4503730000000
理療,767,エ  脳性麻痺        ,7Df4503740000000
理療,768,オ  脊髄損傷,7Df4503750000000
理療,769,３　内容の取扱い,7Df4505000000000
理療,770,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Df4505100000000
理療,771,ア  指導に当たっては， 予防医学， 治療医学及びリハビリテーション医学という現代医学の体系を踏まえて取り扱うこと。,7Df4505110000000
理療,772,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Df4505200000000
理療,773,ア  内容の(1)については， 理療と直接かかわりの深い事項に重点を置き， 実習との関連を考慮して指導すること。ウについては，医学的な知識として，検査方法やデータの意味等を理解させるようにすること。,7Df4505210000000
理療,774,イ   内容の(2)については，各症状の病態生理と鑑別診断を扱い，理療施術を行うことの適否の判断に生かすことができるようにすること。,7Df4505220000000
理療,775,ウ  内容の(3)のイについては， 代表的な治療法と適応疾患を中心に扱うこと。,7Df4505230000000
理療,776,エ  内容の(5)については， 現代医学の立場から各疾患の原因， 症状及び治療法を中心に指導すること。なお，各症状に対する治療については，理療施術の有効性との関連を考慮し，理療と直接かかわりの深い事項に重点を置くとともに，  「臨床理療学」 と関連付けて扱うこと。,7Df4505240000000
理療,777,オ  内容の(6)については，チーム医療としてのリハビリテーションの過程を，症例紹介やリハビリテーション施設の見学等を取り入れて指導すること。,7Df4505250000000
理療,778,カ   内容の(7)については， 地域医療や在宅ケアの実情を考慮し， 理療と直接関わりの深いア及びウに重点を置いて扱うこと。,7Df4505260000000
理療,779,［基礎理療学］,7Df5500000000000
理療,780,"１　目標
東洋医学の概念， 理療施術の意義及び治効理論について理解させ， 施術を効果的に行う能力と態度を育てる。",7Df5502000000000
理療,781,２　内容,7Df5503000000000
理療,782,(1)東洋医学の基礎,7Df5503100000000
理療,783,ア  東洋医学の意義と特色        ,7Df5503110000000
理療,784,イ   陰陽五行論         ,7Df5503120000000
理療,785,ウ  臓腑経絡論,7Df5503130000000
理療,786,エ  気血，営衛，津液        ,7Df5503140000000
理療,787,オ  病因         ,7Df5503150000000
理療,788,カ  証,7Df5503160000000
理療,789,(2) 東洋医学の診断と治療,7Df5503200000000
理療,790,ア   日本の伝統医学的診断と治療        ,7Df5503210000000
理療,791,イ   現代の中医学的診断と治療,7Df5503220000000
理療,792,(3)経絡と経穴,7Df5503300000000
理療,793,ア  臓腑経絡とその流注        ,7Df5503310000000
理療,794,イ   経穴         ,7Df5503320000000
理療,795,ウ  その他の特定穴,7Df5503330000000
理療,796,(4)経絡，経穴と現代医学,7Df5503400000000
理療,797,ア  経絡，経穴の現代医学的研究        ,7Df5503410000000
理療,798,イ   関連する反応点，反応帯,7Df5503420000000
理療,799,(5)理療施術の概要,7Df5503500000000
理療,800,ア  あん摩        ,7Df5503510000000
理療,801,イ   マッサージ         ,7Df5503520000000
理療,802,ウ  指圧        ,7Df5503530000000
理療,803,エ  はり,7Df5503540000000
理療,804,オ  きゅう         ,7Df5503550000000
