学校コード,学校種,都道府県番号,設置区分,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
B109210001448,B1(小学校),09(栃木),2(公),1(本),小山市立小山第二小学校,栃木県小山市宮本町２－９－２０,3230024,2020-12-22 00:00:00,,090282,
B109210001457,B1(小学校),09(栃木),2(公),1(本),小山市立大谷東小学校,栃木県小山市大字横倉新田２７１,3230819,2020-12-22 00:00:00,,090283,
B109210001466,B1(小学校),09(栃木),2(公),1(本),小山市立大谷南小学校,栃木県小山市大字東野田２１４７,3230817,2020-12-22 00:00:00,,090284,
B109210001475,B1(小学校),09(栃木),2(公),1(本),小山市立大谷北小学校,栃木県小山市犬塚５－６－１０,3230811,2020-12-22 00:00:00,,090285,
B109210001484,B1(小学校),09(栃木),2(公),1(本),小山市立間々田小学校,栃木県小山市間々田１５１２,3290205,2020-12-22 00:00:00,,090286,
B109210001493,B1(小学校),09(栃木),2(公),1(本),小山市立下生井小学校,栃木県小山市下生井１５４６,3290223,2020-12-22 00:00:00,,090287,
B109210001509,B1(小学校),09(栃木),2(公),1(本),小山市立網戸小学校,栃木県小山市網戸１５１４,3290215,2020-12-22 00:00:00,,090288,
B109210001518,B1(小学校),09(栃木),2(公),1(本),小山市立寒川小学校,栃木県小山市中里８６１番地,3290227,2020-12-22 00:00:00,,090289,
B109210001545,B1(小学校),09(栃木),2(公),1(本),小山市立穂積小学校,栃木県小山市萩島２７,3230046,2020-12-22 00:00:00,,090292,
B109210001554,B1(小学校),09(栃木),2(公),1(本),小山市立中小学校,栃木県小山市南小林１０９,3230057,2020-12-22 00:00:00,,090293,
B109210001563,B1(小学校),09(栃木),2(公),1(本),小山市立羽川小学校,栃木県小山市羽川１２５,3230012,2020-12-22 00:00:00,,090294,
B109210001572,B1(小学校),09(栃木),2(公),1(本),小山市立萱橋小学校,栃木県小山市大字萱橋１１６９番地の１,3230804,2020-12-22 00:00:00,,090295,
B109210001581,B1(小学校),09(栃木),2(公),1(本),小山市立旭小学校,栃木県小山市駅南町５－６－６９,3230822,2020-12-22 00:00:00,,090299,
B109210001590,B1(小学校),09(栃木),2(公),1(本),小山市立乙女小学校,栃木県小山市乙女１９５４,3290214,2020-12-22 00:00:00,,090300,
B109210001607,B1(小学校),09(栃木),2(公),1(本),小山市立小山城東小学校,栃木県小山市城東１－１６－１,3230807,2020-12-22 00:00:00,,090301,
B109210001616,B1(小学校),09(栃木),2(公),1(本),小山市立羽川西小学校,栃木県小山市黒本７７１－２,3230002,2020-12-22 00:00:00,,090302,
B109210001625,B1(小学校),09(栃木),2(公),1(本),小山市立小山第三小学校,栃木県小山市神鳥谷４－７－５１,3230034,2020-12-22 00:00:00,,090303,
B109210001634,B1(小学校),09(栃木),2(公),1(本),小山市立小山城南小学校,栃木県小山市西城南５－２９－１,3230820,2020-12-22 00:00:00,,090304,
B109210001643,B1(小学校),09(栃木),2(公),1(本),小山市立小山城北小学校,栃木県小山市城北５－１８－１,3230029,2020-12-22 00:00:00,,090306,
B109210001652,B1(小学校),09(栃木),2(公),1(本),小山市立若木小学校,栃木県小山市若木町２－６－４４,3230028,2020-12-22 00:00:00,,090307,
B109210001661,B1(小学校),09(栃木),2(公),1(本),小山市立間々田東小学校,栃木県小山市間々田５７－２,3290205,2020-12-22 00:00:00,,090308,
B109210001670,B1(小学校),09(栃木),2(公),1(本),真岡市立真岡小学校,栃木県真岡市台町４１８４,3214306,2020-12-22 00:00:00,,090321,
B109210001689,B1(小学校),09(栃木),2(公),1(本),真岡市立大内中央小学校,栃木県真岡市飯貝４５７－１,3214405,2020-12-22 00:00:00,,090322,
B109210001698,B1(小学校),09(栃木),2(公),1(本),真岡市立大内東小学校,栃木県真岡市赤羽３０－１,3214401,2020-12-22 00:00:00,,090323,
B109210001705,B1(小学校),09(栃木),2(公),1(本),真岡市立大内西小学校,栃木県真岡市下籠谷２４７２－１,3214415,2020-12-22 00:00:00,,090324,
B109210001714,B1(小学校),09(栃木),2(公),1(本),真岡市立山前小学校,栃木県真岡市小林６７２－２,3214321,2020-12-22 00:00:00,,090325,
B109210001723,B1(小学校),09(栃木),2(公),1(本),真岡市立西田井小学校,栃木県真岡市西田井１５０５－２,3214301,2020-12-22 00:00:00,,090326,
B109210001732,B1(小学校),09(栃木),2(公),1(本),真岡市立中村小学校,栃木県真岡市中３０２,3214351,2020-12-22 00:00:00,,090328,
B109210001741,B1(小学校),09(栃木),2(公),1(本),真岡市立真岡西小学校,栃木県真岡市熊倉三丁目３３番地６,3214362,2020-12-22 00:00:00,,090329,
B109210001750,B1(小学校),09(栃木),2(公),1(本),真岡市立長田小学校,栃木県真岡市長田１３０２－１,3214364,2020-12-22 00:00:00,,090330,
B109210001769,B1(小学校),09(栃木),2(公),1(本),真岡市立真岡東小学校,栃木県真岡市東光寺１－４－１,3214305,2020-12-22 00:00:00,,090331,
B109210001778,B1(小学校),09(栃木),2(公),1(本),真岡市立亀山小学校,栃木県真岡市亀山１０３７－３,3214363,2020-12-22 00:00:00,,090333,
B109210001787,B1(小学校),09(栃木),2(公),1(本),大田原市立大田原小学校,栃木県大田原市城山１－４－３６,3240052,2020-12-22 00:00:00,,090351,
B109210001796,B1(小学校),09(栃木),2(公),1(本),大田原市立西原小学校,栃木県大田原市美原３－２－８,3240047,2020-12-22 00:00:00,,090352,
B109210001803,B1(小学校),09(栃木),2(公),1(本),大田原市立紫塚小学校,栃木県大田原市紫塚１－７－１,3240058,2020-12-22 00:00:00,,090353,
B109210001812,B1(小学校),09(栃木),2(公),1(本),大田原市立親園小学校,栃木県大田原市親園６１８,3240044,2020-12-22 00:00:00,,090354,
B109210001821,B1(小学校),09(栃木),2(公),1(本),大田原市立宇田川小学校,栃木県大田原市宇田川８２９,3240022,2020-12-22 00:00:00,,090355,
B109210001830,B1(小学校),09(栃木),2(公),1(本),大田原市立市野沢小学校,栃木県大田原市市野沢２０７７,3240006,2020-12-22 00:00:00,,090356,
B109210001849,B1(小学校),09(栃木),2(公),1(本),大田原市立奥沢小学校,栃木県大田原市奥沢１７５,3240017,2020-12-22 00:00:00,,090357,
B109210001858,B1(小学校),09(栃木),2(公),1(本),大田原市立金丸小学校,栃木県大田原市南金丸１６４０,3240012,2020-12-22 00:00:00,,090358,
B109210001867,B1(小学校),09(栃木),2(公),1(本),大田原市立羽田小学校,栃木県大田原市羽田６４４番地,3240002,2020-12-22 00:00:00,,090359,
B109210001876,B1(小学校),09(栃木),2(公),1(本),大田原市立薄葉小学校,栃木県大田原市薄葉２０１４,3240035,2020-12-22 00:00:00,,090360,
B109210001885,B1(小学校),09(栃木),2(公),1(本),大田原市立石上小学校,栃木県大田原市上石上１５２８,3240037,2020-12-22 00:00:00,,090361,
B109210001894,B1(小学校),09(栃木),2(公),1(本),大田原市立佐久山小学校,栃木県大田原市佐久山２２７１,3240032,2020-12-22 00:00:00,,090362,
B109210001901,B1(小学校),09(栃木),2(公),2(分),大田原市立金丸小学校北金丸分校,栃木県大田原市北金丸２６００－１１,3240011,2020-12-22 00:00:00,,090364,
B109210001910,B1(小学校),09(栃木),2(公),1(本),矢板市立矢板小学校,栃木県矢板市本町４－２３,3292164,2020-12-22 00:00:00,,090381,
B109210001929,B1(小学校),09(栃木),2(公),1(本),矢板市立川崎小学校,栃木県矢板市木幡１６４６番地,3292142,2020-12-22 00:00:00,,090382,
B109210001947,B1(小学校),09(栃木),2(公),1(本),矢板市立泉小学校,栃木県矢板市泉３７８,3292504,2020-12-22 00:00:00,,090386,
B109210001956,B1(小学校),09(栃木),2(公),1(本),矢板市立片岡小学校,栃木県矢板市片岡２０９５－７９,3291571,2020-12-22 00:00:00,,090390,
B109210001965,B1(小学校),09(栃木),2(公),1(本),矢板市立乙畑小学校,栃木県矢板市乙畑１９０２,3291574,2020-12-22 00:00:00,,090391,
B109210001974,B1(小学校),09(栃木),2(公),1(本),矢板市立安沢小学校,栃木県矢板市安沢１４８２,3291572,2020-12-22 00:00:00,,090392,
B109210001983,B1(小学校),09(栃木),2(公),1(本),矢板市立東小学校,栃木県矢板市東町６１６,3292136,2020-12-22 00:00:00,,090393,
B109210001992,B1(小学校),09(栃木),2(公),1(本),上三川町立本郷小学校,栃木県河内郡上三川町東蓼沼２５１,3290603,2020-12-22 00:00:00,,090401,
B109210002009,B1(小学校),09(栃木),2(公),1(本),上三川町立上三川小学校,栃木県河内郡上三川町上三川４５９４,3290611,2020-12-22 00:00:00,,090402,
B109210002018,B1(小学校),09(栃木),2(公),1(本),上三川町立坂上小学校,栃木県河内郡上三川町坂上６２８,3290613,2020-12-22 00:00:00,,090403,
B109210002027,B1(小学校),09(栃木),2(公),1(本),上三川町立明治小学校,栃木県河内郡上三川町大山５２４,3290525,2020-12-22 00:00:00,,090404,
B109210002036,B1(小学校),09(栃木),2(公),1(本),上三川町立明治南小学校,栃木県河内郡上三川町多功１４１２,3290524,2020-12-22 00:00:00,,090405,
B109210002045,B1(小学校),09(栃木),2(公),1(本),上三川町立北小学校,栃木県河内郡上三川町上蒲生１７２５,3290617,2020-12-22 00:00:00,,090406,
B109210002054,B1(小学校),09(栃木),2(公),1(本),上三川町立本郷北小学校,栃木県河内郡上三川町西汗１５８５,3290607,2020-12-22 00:00:00,,090407,
B109210002090,B1(小学校),09(栃木),2(公),1(本),下野市立祇園小学校,栃木県下野市祇園２－２１－３,3290434,2020-12-22 00:00:00,,090424,
B109210002107,B1(小学校),09(栃木),2(公),1(本),下野市立緑小学校,栃木県下野市緑３－１６－１,3290433,2020-12-22 00:00:00,,090425,
B109210002116,B1(小学校),09(栃木),2(公),1(本),宇都宮市立上河内東小学校,栃木県宇都宮市下小倉町１３０２,3210403,2020-12-22 00:00:00,,090431,
B109210002125,B1(小学校),09(栃木),2(公),1(本),宇都宮市立上河内西小学校,栃木県宇都宮市関白町４７１,3210412,2020-12-22 00:00:00,,090432,
B109210002134,B1(小学校),09(栃木),2(公),1(本),宇都宮市立上河内中央小学校,栃木県宇都宮市中里町２０１番地１,3210414,2020-12-22 00:00:00,,090434,
B109210002143,B1(小学校),09(栃木),2(公),1(本),宇都宮市立岡本小学校,栃木県宇都宮市中岡本町２６２３,3291105,2020-12-22 00:00:00,,090451,
B109210002152,B1(小学校),09(栃木),2(公),1(本),宇都宮市立白沢小学校,栃木県宇都宮市白沢町１６４３,3291102,2020-12-22 00:00:00,,090452,
B109210002161,B1(小学校),09(栃木),2(公),1(本),宇都宮市立田原小学校,栃木県宇都宮市上田原町３５５,3291112,2020-12-22 00:00:00,,090453,
B109210002170,B1(小学校),09(栃木),2(公),1(本),宇都宮市立岡本西小学校,栃木県宇都宮市中岡本町３７０９－２,3291105,2020-12-22 00:00:00,,090454,
B109210002189,B1(小学校),09(栃木),2(公),1(本),宇都宮市立岡本北小学校,栃木県宇都宮市中岡本町２４８１－１,3291105,2020-12-22 00:00:00,,090455,
B109210002198,B1(小学校),09(栃木),2(公),1(本),宇都宮市立田原西小学校,栃木県宇都宮市立伏町８－１,3291116,2020-12-22 00:00:00,,090456,
B109210002205,B1(小学校),09(栃木),2(公),1(本),栃木市立西方小学校,栃木県栃木市西方町元７７０,3220604,2020-12-22 00:00:00,,090471,
B109210002214,B1(小学校),09(栃木),2(公),1(本),栃木市立真名子小学校,栃木県栃木市西方町真名子１０８９－１,3220605,2020-12-22 00:00:00,,090472,
B109210002223,B1(小学校),09(栃木),2(公),1(本),鹿沼市立粟野小学校,栃木県鹿沼市口粟野８０２,3220305,2020-12-22 00:00:00,,090481,
B109210002232,B1(小学校),09(栃木),2(公),1(本),鹿沼市立清洲第一小学校,栃木県鹿沼市久野６２０－１,3220303,2020-12-22 00:00:00,,090484,
B109210002241,B1(小学校),09(栃木),2(公),1(本),鹿沼市立清洲第二小学校,栃木県鹿沼市北半田１５１５,3220301,2020-12-22 00:00:00,,090485,
B109210002250,B1(小学校),09(栃木),2(公),1(本),鹿沼市立粕尾小学校,栃木県鹿沼市下粕尾１４４４－１,3220421,2020-12-22 00:00:00,,090488,
B109210002269,B1(小学校),09(栃木),2(公),1(本),鹿沼市立永野小学校,栃木県鹿沼市上永野３１０,3280211,2020-12-22 00:00:00,,090490,
B109210002278,B1(小学校),09(栃木),2(公),1(本),日光市立足尾小学校,栃木県日光市足尾町赤沢６－２,3211524,2020-12-22 00:00:00,,090501,
B109210002287,B1(小学校),09(栃木),2(公),1(本),真岡市立久下田小学校,栃木県真岡市久下田４９１,3214521,2020-12-22 00:00:00,,090523,
B109210002296,B1(小学校),09(栃木),2(公),1(本),真岡市立物部小学校,栃木県真岡市物井１１８０,3214502,2020-12-22 00:00:00,,090524,
B109210002303,B1(小学校),09(栃木),2(公),1(本),真岡市立長沼小学校,栃木県真岡市長沼７１６,3214539,2020-12-22 00:00:00,,090525,
B109210002312,B1(小学校),09(栃木),2(公),1(本),益子町立田野小学校,栃木県芳賀郡益子町大字長堤４００番地,3214225,2020-12-22 00:00:00,,090541,
B109210002321,B1(小学校),09(栃木),2(公),1(本),益子町立益子小学校,栃木県芳賀郡益子町益子４６６５,3214217,2020-12-22 00:00:00,,090543,
B109210002330,B1(小学校),09(栃木),2(公),1(本),益子町立七井小学校,栃木県芳賀郡益子町大沢２０２,3214104,2020-12-22 00:00:00,,090545,
B109210002349,B1(小学校),09(栃木),2(公),1(本),益子町立益子西小学校,栃木県芳賀郡益子町塙１３４４,3214216,2020-12-22 00:00:00,,090547,
B109210002358,B1(小学校),09(栃木),2(公),1(本),茂木町立逆川小学校,栃木県芳賀郡茂木町飯２２１０,3213626,2020-12-22 00:00:00,,090561,
B109210002367,B1(小学校),09(栃木),2(公),1(本),茂木町立茂木小学校,栃木県芳賀郡茂木町茂木１６２１,3213531,2020-12-22 00:00:00,,090565,
B109210002376,B1(小学校),09(栃木),2(公),1(本),茂木町立中川小学校,栃木県芳賀郡茂木町大字河井８５６,3213703,2020-12-22 00:00:00,,090577,
B109210002385,B1(小学校),09(栃木),2(公),1(本),茂木町立須藤小学校,栃木県芳賀郡茂木町千本４５７,3210457,2020-12-22 00:00:00,,090578,
B109210002394,B1(小学校),09(栃木),2(公),1(本),市貝町立赤羽小学校,栃木県芳賀郡市貝町赤羽２７１１,3213426,2020-12-22 00:00:00,,090583,
B109210002401,B1(小学校),09(栃木),2(公),1(本),市貝町立市貝小学校,栃木県芳賀郡市貝町市塙２１８４,3213423,2020-12-22 00:00:00,,090587,
B109210002410,B1(小学校),09(栃木),2(公),1(本),芳賀町立芳賀東小学校,栃木県芳賀郡芳賀町祖母井３８８,3213304,2020-12-22 00:00:00,,090610,
B109210002429,B1(小学校),09(栃木),2(公),1(本),芳賀町立芳賀北小学校,栃木県芳賀郡芳賀町芳志戸１０３０,3213305,2020-12-22 00:00:00,,090611,
B109210002438,B1(小学校),09(栃木),2(公),1(本),芳賀町立芳賀南小学校,栃木県芳賀郡芳賀町西水沼４１,3213324,2020-12-22 00:00:00,,090612,
B109210002447,B1(小学校),09(栃木),2(公),1(本),壬生町立壬生小学校,栃木県下都賀郡壬生町本丸２－３－７,3210225,2020-12-22 00:00:00,,090621,
B109210002456,B1(小学校),09(栃木),2(公),1(本),壬生町立藤井小学校,栃木県下都賀郡壬生町藤井１２６７,3210221,2020-12-22 00:00:00,,090622,
B109210002465,B1(小学校),09(栃木),2(公),1(本),壬生町立壬生東小学校,栃木県下都賀郡壬生町落合３－５－２１,3210218,2020-12-22 00:00:00,,090623,
B109210002474,B1(小学校),09(栃木),2(公),1(本),壬生町立稲葉小学校,栃木県下都賀郡壬生町上稲葉８８１,3280236,2020-12-22 00:00:00,,090624,
B109210002483,B1(小学校),09(栃木),2(公),1(本),壬生町立羽生田小学校,栃木県下都賀郡壬生町羽生田２１３９－１,3210234,2020-12-22 00:00:00,,090625,
B109210002492,B1(小学校),09(栃木),2(公),1(本),壬生町立壬生北小学校,栃木県下都賀郡壬生町北小林１９０,3210207,2020-12-22 00:00:00,,090626,
B109210002508,B1(小学校),09(栃木),2(公),1(本),壬生町立安塚小学校,栃木県下都賀郡壬生町大字安塚２０７８,3210201,2020-12-22 00:00:00,,090627,
B109210002517,B1(小学校),09(栃木),2(公),1(本),壬生町立睦小学校,栃木県下都賀郡壬生町壬生丁２３０－１,3210216,2020-12-22 00:00:00,,090628,
B109210002526,B1(小学校),09(栃木),2(公),1(本),下野市立石橋小学校,栃木県下野市花の木１－４,3290518,2020-12-22 00:00:00,,090641,
B109210002535,B1(小学校),09(栃木),2(公),1(本),下野市立細谷小学校,栃木県下野市細谷６９３,3290505,2020-12-22 00:00:00,,090644,
B109210002544,B1(小学校),09(栃木),2(公),1(本),下野市立古山小学校,栃木県下野市下古山６１２,3290502,2020-12-22 00:00:00,,090645,
B109210002553,B1(小学校),09(栃木),2(公),1(本),下野市立石橋北小学校,栃木県下野市上古山１９３２,3290501,2020-12-22 00:00:00,,090646,
B109210002562,B1(小学校),09(栃木),2(公),1(本),下野市立国分寺小学校,栃木県下野市小金井４－２－３,3290414,2020-12-22 00:00:00,,090651,
B109210002571,B1(小学校),09(栃木),2(公),1(本),下野市立国分寺東小学校,栃木県下野市柴８９７－１,3290412,2020-12-22 00:00:00,,090653,
B109210002580,B1(小学校),09(栃木),2(公),1(本),野木町立友沼小学校,栃木県下都賀郡野木町大字友沼９１６番地,3290101,2020-12-22 00:00:00,,090661,
B109210002599,B1(小学校),09(栃木),2(公),1(本),野木町立野木小学校,栃木県下都賀郡野木町野木２４５０－１,3290114,2020-12-22 00:00:00,,090662,
B109210002606,B1(小学校),09(栃木),2(公),1(本),野木町立佐川野小学校,栃木県下都賀郡野木町佐川野１８０８,3290104,2020-12-22 00:00:00,,090663,
B109210002615,B1(小学校),09(栃木),2(公),1(本),野木町立南赤塚小学校,栃木県下都賀郡野木町大字中谷５０８番地,3290113,2020-12-22 00:00:00,,090664,
B109210002624,B1(小学校),09(栃木),2(公),1(本),野木町立新橋小学校,栃木県下都賀郡野木町友沼５１１０－２,3290101,2020-12-22 00:00:00,,090665,
B109210002633,B1(小学校),09(栃木),2(公),1(本),栃木市立大平東小学校,栃木県栃木市大平町上高島８０９,3294413,2020-12-22 00:00:00,,090671,
B109210002642,B1(小学校),09(栃木),2(公),1(本),栃木市立大平南小学校,栃木県栃木市大平町西水代１７３２,3294423,2020-12-22 00:00:00,,090672,
B109210002651,B1(小学校),09(栃木),2(公),1(本),栃木市立大平西小学校,栃木県栃木市大平町富田１８６９,3294404,2020-12-22 00:00:00,,090673,
B109210002660,B1(小学校),09(栃木),2(公),1(本),栃木市立大平中央小学校,栃木県栃木市大平町新１３５４－２,3294425,2020-12-22 00:00:00,,090674,
B109210002679,B1(小学校),09(栃木),2(公),1(本),栃木市立藤岡小学校,栃木県栃木市藤岡町藤岡１５００,3231104,2020-12-22 00:00:00,,090681,
B109210002688,B1(小学校),09(栃木),2(公),1(本),栃木市立部屋小学校,栃木県栃木市藤岡町部屋１５８,3290315,2020-12-22 00:00:00,,090682,
B109210002697,B1(小学校),09(栃木),2(公),1(本),栃木市立赤麻小学校,栃木県栃木市藤岡町大字赤麻１７０３,3231102,2020-12-22 00:00:00,,090683,
B109210002704,B1(小学校),09(栃木),2(公),1(本),栃木市立三鴨小学校,栃木県栃木市藤岡町大字甲２７５－１,3231105,2020-12-22 00:00:00,,090684,
B109210002713,B1(小学校),09(栃木),2(公),1(本),栃木市立岩舟小学校,栃木県栃木市岩舟町静１４００－１,3294307,2020-12-22 00:00:00,,090691,
B109210002722,B1(小学校),09(栃木),2(公),1(本),栃木市立静和小学校,栃木県栃木市岩舟町静和２４３２,3294304,2020-12-22 00:00:00,,090692,
B109210002731,B1(小学校),09(栃木),2(公),1(本),栃木市立合戦場小学校,栃木県栃木市都賀町合戦場３０１,3280113,2020-12-22 00:00:00,,090701,
B109210002740,B1(小学校),09(栃木),2(公),1(本),栃木市立家中小学校,栃木県栃木市都賀町大字家中２７４０,3280111,2020-12-22 00:00:00,,090702,
B109210002759,B1(小学校),09(栃木),2(公),1(本),栃木市立赤津小学校,栃木県栃木市都賀町富張１４７,3280102,2020-12-22 00:00:00,,090706,
B109210002768,B1(小学校),09(栃木),2(公),1(本),那須塩原市立関谷小学校,栃木県那須塩原市関谷２０１８－１,3292801,2020-12-22 00:00:00,,090711,
B109210002777,B1(小学校),09(栃木),2(公),1(本),那須塩原市立大貫小学校,栃木県那須塩原市上大貫２０７７－２,3292814,2020-12-22 00:00:00,,090713,
B109210002786,B1(小学校),09(栃木),2(公),1(本),那須塩原市立横林小学校,栃木県那須塩原市横林１３７－５,3292806,2020-12-22 00:00:00,,090714,
B109210002795,B1(小学校),09(栃木),2(公),1(本),日光市立湯西川小学校,栃木県日光市湯西川６４３,3212601,2020-12-22 00:00:00,,090733,
B109210002802,B1(小学校),09(栃木),2(公),1(本),日光市立栗山小学校,栃木県日光市日蔭５７０,3212712,2020-12-22 00:00:00,,090736,
B109210002811,B1(小学校),09(栃木),2(公),1(本),日光市立鬼怒川小学校,栃木県日光市藤原１９,3212521,2020-12-22 00:00:00,,090751,
B109210002820,B1(小学校),09(栃木),2(公),1(本),日光市立下原小学校,栃木県日光市鬼怒川温泉大原２,3212522,2020-12-22 00:00:00,,090752,
B109210002839,B1(小学校),09(栃木),2(公),1(本),日光市立三依小学校,栃木県日光市芹沢２０,3212803,2020-12-22 00:00:00,,090754,
B109210002848,B1(小学校),09(栃木),2(公),1(本),塩谷町立船生小学校,栃木県塩谷郡塩谷町船生３６６０番地,3292441,2020-12-22 00:00:00,,090771,
B109210002857,B1(小学校),09(栃木),2(公),1(本),塩谷町立玉生小学校,栃木県塩谷郡塩谷町玉生３９５,3292221,2020-12-22 00:00:00,,090774,
B109210002866,B1(小学校),09(栃木),2(公),1(本),塩谷町立大宮小学校,栃木県塩谷郡塩谷町大字大宮２１６６,3292332,2020-12-22 00:00:00,,090776,
B109210002875,B1(小学校),09(栃木),2(公),1(本),さくら市立氏家小学校,栃木県さくら市氏家２４９１番地,3291311,2020-12-22 00:00:00,,090791,
B109210002884,B1(小学校),09(栃木),2(公),1(本),さくら市立押上小学校,栃木県さくら市長久保８１４,3291333,2020-12-22 00:00:00,,090792,
B109210002893,B1(小学校),09(栃木),2(公),1(本),さくら市立熟田小学校,栃木県さくら市狭間田１７０２,3291305,2020-12-22 00:00:00,,090793,
B109210002900,B1(小学校),09(栃木),2(公),1(本),さくら市立上松山小学校,栃木県さくら市氏家３４９６,3291311,2020-12-22 00:00:00,,090794,
B109210002919,B1(小学校),09(栃木),2(公),1(本),さくら市立南小学校,栃木県さくら市氏家１０６１－３,3291311,2020-12-22 00:00:00,,090796,
B109210002928,B1(小学校),09(栃木),2(公),1(本),さくら市立喜連川小学校,栃木県さくら市喜連川３９１１,3291412,2020-12-22 00:00:00,,090797,
B109210002937,B1(小学校),09(栃木),2(公),1(本),高根沢町立阿久津小学校,栃木県塩谷郡高根沢町宝積寺１１７８,3291233,2020-12-22 00:00:00,,090801,
B109210002946,B1(小学校),09(栃木),2(公),1(本),高根沢町立上高根沢小学校,栃木県塩谷郡高根沢町上高根沢２０８０,3291224,2020-12-22 00:00:00,,090805,
B109210002955,B1(小学校),09(栃木),2(公),1(本),高根沢町立北小学校,栃木県塩谷郡高根沢町飯室８７６,3291205,2020-12-22 00:00:00,,090810,
B109210002964,B1(小学校),09(栃木),2(公),1(本),高根沢町立東小学校,栃木県塩谷郡高根沢町太田７１５,3291217,2020-12-22 00:00:00,,090811,
B109210002973,B1(小学校),09(栃木),2(公),1(本),高根沢町立中央小学校,栃木県塩谷郡高根沢町石末２２４７－１,3291225,2020-12-22 00:00:00,,090812,
B109210002982,B1(小学校),09(栃木),2(公),1(本),高根沢町立西小学校,栃木県塩谷郡高根沢町光陽台三丁目２－３,3291232,2020-12-22 00:00:00,,090813,
B109210002991,B1(小学校),09(栃木),2(公),1(本),那須烏山市立荒川小学校,栃木県那須烏山市大金１３５－１,3210522,2020-12-22 00:00:00,,090841,
B109210003008,B1(小学校),09(栃木),2(公),1(本),那須烏山市立江川小学校,栃木県那須烏山市下川井１００１,3210504,2020-12-22 00:00:00,,090842,
B109210003017,B1(小学校),09(栃木),2(公),1(本),那須烏山市立境小学校,栃木県那須烏山市上境１４０４,3210617,2020-12-22 00:00:00,,090843,
B109210003026,B1(小学校),09(栃木),2(公),1(本),那須烏山市立烏山小学校,栃木県那須烏山市愛宕台２８００,3210629,2020-12-22 00:00:00,,090857,
B109210003035,B1(小学校),09(栃木),2(公),1(本),那須烏山市立七合小学校,栃木県那須烏山市谷浅見９１０番地,3210603,2020-12-22 00:00:00,,090862,
B109210003044,B1(小学校),09(栃木),2(公),1(本),那珂川町立馬頭小学校,栃木県那須郡那珂川町馬頭１６９,3240613,2020-12-22 00:00:00,,090873,
B109210003053,B1(小学校),09(栃木),2(公),1(本),那珂川町立馬頭東小学校,栃木県那須郡那珂川町大内１６４０,3240605,2020-12-22 00:00:00,,090887,
B109210003062,B1(小学校),09(栃木),2(公),1(本),那珂川町立小川小学校,栃木県那須郡那珂川町小川２８４６,3240501,2020-12-22 00:00:00,,090891,
B109210003071,B1(小学校),09(栃木),2(公),1(本),大田原市立佐良土小学校,栃木県大田原市佐良土９０１－３,3240404,2020-12-22 00:00:00,,090901,
B109210003080,B1(小学校),09(栃木),2(公),1(本),大田原市立湯津上小学校,栃木県大田原市湯津上１１５６番地,3240403,2020-12-22 00:00:00,,090902,
B109210003099,B1(小学校),09(栃木),2(公),1(本),大田原市立蛭田小学校,栃木県大田原市蛭田１７２０,3240412,2020-12-22 00:00:00,,090903,
B109210003106,B1(小学校),09(栃木),2(公),1(本),大田原市立両郷中央小学校,栃木県大田原市中野内８０９,3240206,2020-12-22 00:00:00,,090920,
B109210003115,B1(小学校),09(栃木),2(公),1(本),大田原市立須賀川小学校,栃木県大田原市須佐木２８,3240212,2020-12-22 00:00:00,,090923,
B109210003124,B1(小学校),09(栃木),2(公),1(本),那須町立高久小学校,栃木県那須郡那須町大字高久甲３３５８－３,3250001,2020-12-22 00:00:00,,090938,
B109210003133,B1(小学校),09(栃木),2(公),1(本),那須塩原市立黒磯小学校,栃木県那須塩原市豊町２－１,3250051,2020-12-22 00:00:00,,090961,
B109210003142,B1(小学校),09(栃木),2(公),1(本),那須塩原市立埼玉小学校,栃木県那須塩原市埼玉９９,3250033,2020-12-22 00:00:00,,090963,
